,ra_target,dec_target,events_in_target,expected_events_in_target,lambda,poisson_p_value,lambda_p_value,poisson_penalized_pvalue,lambda_penalized_pvalue
0,243.68866113133882,21.654820915558595,8,4.339518193055789,22.55695828236462,0.05361938201253491,0.0005500294886952029,0.6678633920842303,0.010943297865947277
1,310.5310904386217,5.840325185369501,10,7.043099851868165,24.07631666189214,0.13775487841126943,0.0022582749523649692,0.9484041326079172,0.044209539959956246
2,220.75945798897618,3.664290004233654,13,7.399878151525068,24.347313868188127,0.029320688829635566,0.0020700094930915514,0.44853816012224346,0.04059607466929016
3,183.6214907154572,-2.0255782637990443,12,8.305435349245874,20.77190244190744,0.10742727823171527,0.009328036020331387,0.8969917043286717,0.17091806445790636
4,252.01175426680638,-2.1392431037035027,11,8.323079798865333,6.414239763182283,0.1770339712070934,0.35694795395053336,0.9796933554524403,0.9998538083768843
5,297.9863982901483,-3.50842565582767,11,8.534139708636468,17.208948205834535,0.1973412882243203,0.031636773360335435,0.9876797796684506,0.4742663477993898
6,203.6003712695778,-3.6057675187213163,12,8.549039223869086,11.903393941267632,0.12473052198580947,0.12195270400750757,0.9303637005177681,0.9258078091158946
7,32.17533564439059,-17.20085834527138,16,10.474997425801568,33.32381167750471,0.053069409291039094,0.0004828097266305065,0.663981696890499,0.009612032577483665
8,204.6694648042417,-17.839842056528312,17,10.557308848497623,21.032770349486917,0.032087194561683186,0.020203940900953676,0.47913555623012893,0.33516516572211497
9,144.1161424646023,-24.40701586635849,13,11.35754413659132,8.683822343667087,0.30191304406026676,0.33346114304371166,0.9992445765502755,0.9997004223237859
10,215.92523588435432,-25.925809652587947,14,11.530683191493953,10.541972796162407,0.22865409410487714,0.25352133813971556,0.9944411676681766,0.9971136568761094
11,181.56156393674996,-27.70793769189979,16,11.728175721929892,17.174077838590737,0.11189266104442586,0.06405350721417091,0.9068229024430841,0.7339149805599496
12,127.31229936569555,-39.52930837098552,22,12.895600569259845,23.031381760111444,0.009974220797891009,0.019597150939035357,0.1816669976555052,0.32688186260756347
13,61.81411420344158,-39.91265767115478,14,12.929921683715138,16.12287509540682,0.36849282277796025,0.09848538155509401,0.9998982426436538,0.8742652079887876
14,119.9073920343629,-41.751950889681474,15,13.09238997558007,34.44893026615469,0.289478712376225,0.0009362426449905925,0.9989246696996914,0.018559240189861548
15,73.13325803488779,-49.03124405838774,15,13.718197240200546,13.718961255668326,0.3513968822913336,0.18898314444524011,0.9998263876409953,0.9848435459568433
16,110.71275533522903,-57.47064342753307,14,14.547018323587373,30.217300999529584,0.5397847687045279,0.005942456104023441,0.9999998183565425,0.11237298746363578
17,107.1883472221376,-58.51208462900496,14,14.678166647637687,18.700366877160583,0.5532170665226239,0.08867487395812357,0.9999998995542639,0.8438770005303577
18,220.02136699446206,-59.57282091399601,17,14.82538237059832,24.849094170377818,0.27786618140923025,0.022961630083660367,0.9985128537427799,0.37160547812293054
19,295.5336152398974,-77.83502146428803,20,17.6761672776067,29.518437693159118,0.2822893711629285,0.017035080639801525,0.9986848128465624,0.290813638593187
